Participant, Trial.Number, Trial.Accuracy, Trial.Type, Frames to Target, Frames to Distractor,
B32NF,Trial 16,0.841666667,quiet_perro,101,19,
B32NF,Trial 17,0.692307692,quiet_nariz,27,12,
B32NF,Trial 18,0,noise_ojo,0,120,
B32NF,Trial 19,0,quiet_leche,0,31,
B32NF,Trial 20,0.483870968,noise_leche,15,16,
,,,,,,
B35VC,Trial 1,0.545454545,baseline_1,6,5,DROPPED
B35VC,Trial 2,0.147727273,baseline_2,13,75,
B35VC,Trial 14,0.892473118,quiet_stroller,83,10,
B35VC,Trial 16,0.178947368,noise_hand,17,78,
B35VC,Trial 20,0,quiet_hand,0,35,
B35VC,Trial 19,1,quiet_car,74,0,
B35VC,Trial 18,0.446428571,noise_foot,25,31,
B35VC,Trial 17,1,noise_stroller,78,0,
B35VC,Trial 13,0.858585859,noise_car,85,14,
B35VC,Trial 15,0.207207207,quiet_foot,23,88,
B35VC,Trial 11,0,baseline_3,0,66,
B35VC,Trial 12,0.506493506,baseline_4,39,38,
B35VC,Trial 3,0.595744681,quiet_ojo,56,38,
B35VC,Trial 4,0.317647059,noise_perro,27,58,
B35VC,Trial 5,0.272727273,noise_nariz,15,40,
B35VC,Trial 6,1,quiet_perro,38,0,
B35VC,Trial 7,0.703703704,quiet_nariz,38,16,
B35VC,Trial 8,0.738636364,noise_ojo,65,23,
B35VC,Trial 9,0.666666667,quiet_leche,40,20,
B35VC,Trial 10,NaN,noise_leche,0,0,DROPPED
,,,,,,
B41RRG,Trial 1,0.725,baseline_1,29,11,
B41RRG,Trial 2,0,baseline_2,0,20,
B41RRG,Trial 3,0.566037736,quiet_stroller,30,23,
